variable_id,mz,rt,isotope.dist,M91,M92,M94,M95,M96,M97,M93,M99,M100,M98,M85,M86,M90,M82,M83,M84,M88,M81,M87,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M72,M74,M76,M71,M75,M77,M78,M79,M73,M80,M51,M55,M56,M52,M54,M57,M58,M59,M60,M53,M45,M46,M48,M41,M43,M47,M49,M50,M42,M44,M32,M33,M34,M36,M40,M31,M35,M39,M29,M22,M23,M26,M27,M28,M24,M30,M25,M21,M12,M13,M17,M14,M16,M18,M19,M20,M11,M15,M107,M101,M102,M104,M105,M110,M103,M106,M108,M109
3.96_992.5455m/z,992.5455163,3.9613,100 - 54 - 20.8,0,0,155.4455741,0,0,0,0,78.3505329,611.078826,492.0221497,0,318.2884501,425.1229048,0,0,6.522805827,311.5373493,57.82511324,0,58.44995006,0,87.73170373,274.4737453,311.4141225,105.3948954,19.13555489,0,11.40251727,11.29327571,115.439865,101.1355405,0,19.07755956,11.24114296,29.32320642,7.743109612,11.43482544,7.591983237,447.2805859,2.6404425,133.435742,179.445331,581.1860245,3.071293974,18.376384,468.817183,396.4080858,11.11030666,604.2586259,593.2477835,561.2626097,8.098984812,441.660813,0,2.965037569,410.8655869,550.2618654,633.2504172,471.8603336,0,562.0495912,572.9926761,1020.033611,16.54831963,693.6686718,26.10634761,719.3681043,0,0,140.8470862,47.79254849,44.79959067,393.1175416,1445.093121,483.2293345,413.5812421,436.0257964,743.5948698,71.72632621,877.7502048,0,23.18941669,506.823078,36.58511301,12.05203289,389.7255258,0,2.336455029,532.5876375,0,383.304146,0,550.0846946,711.0974777,444.207184,664.1708299,504.4830532
3.54_164.0210n,185.0117238,3.541166667,100 - 17.9,1393.605508,1475.114088,914.9215681,1830.633697,1264.838507,1330.532819,1460.124631,989.0005614,671.0358383,753.1456504,1205.174735,828.0213603,721.4469746,1422.730291,1486.416791,1420.368609,1024.303708,1095.540119,1320.463207,1109.370576,1309.812862,988.1933152,934.589025,884.2635296,868.3965308,971.1615062,1363.278489,1052.029485,976.9769022,1018.815017,1357.105529,1406.774957,905.1910395,1134.588149,1203.181896,981.0725993,1068.351089,744.6564745,845.9503476,1650.762182,1557.210477,934.4494028,914.5001635,2258.990955,2058.289122,1168.64906,1112.392529,1111.570354,713.3996489,833.5121683,934.8791428,757.4833145,819.1281079,1768.081073,1522.54318,672.6790023,886.4218745,734.7024777,853.3971872,1602.337275,948.0258185,727.5485341,703.3600225,918.5382794,770.0537227,749.6712557,763.2298806,1332.758929,1343.820162,942.943541,1292.575876,1375.710712,775.8413956,682.4609626,830.2372988,991.901254,450.5490412,694.5217671,1056.085662,825.7373409,1895.539239,875.9418206,770.8744583,1124.751968,1278.970983,1181.323079,730.432989,1289.434609,794.1549025,1717.306801,888.2733124,1480.136586,853.4938368,744.8068977,1017.817795,683.0619957,882.8249223
1.76_631.0451m/z,631.0451273,1.755816667,100 - 46.5,2271.953905,2512.870277,2271.194712,1979.470493,2030.010826,2147.864497,1582.922779,720.7623902,966.5494253,326.6524666,2115.666326,2191.249037,2216.204601,1462.140266,1817.404644,1588.148663,762.7230944,1219.68276,1178.262882,1745.561086,1914.91953,1743.853393,2056.163252,1873.663705,1831.51443,1995.632348,2435.59503,1906.565665,1977.471066,1941.219363,1840.032701,2117.894647,1431.252191,1317.847498,1353.014345,1278.176152,1469.612212,1106.171029,472.1690493,2086.305334,1528.703667,2697.749999,805.1018784,1651.966949,1678.147468,849.7882693,678.2421362,1244.879368,1062.311764,1186.594411,1411.953398,1385.316184,573.1481313,1655.871179,1656.885234,1103.099408,1619.746947,466.0009462,461.657216,1471.354833,1170.308155,767.6660892,617.0754746,1436.615767,1038.63801,810.490778,334.3039448,1826.238355,2081.602817,1860.794599,1488.225202,1689.437788,2300.158577,1268.134166,1025.160617,1168.260074,913.2376474,1963.337399,1977.038631,1574.579039,1594.364071,1312.260211,1132.942931,1121.468736,1374.846948,900.9855345,3188.344535,2237.450965,493.2852477,1272.768843,771.8184701,614.2537627,633.2672549,840.4016069,416.3426677,721.3912035,462.3814786
1.76_609.0418m/z,609.0418091,1.755816667,100 - 53.1 - 41.5,2919.887301,3165.351892,2946.779758,2486.906388,2676.854876,2926.598042,1886.00912,1267.88301,1488.57788,963.8708885,2665.432274,2809.459485,2877.477072,1889.611488,2042.224049,2093.747564,1341.935716,1486.399041,1519.23675,2233.9267,2586.182816,2287.641347,2532.11393,2925.356536,2556.956859,2880.255729,2864.632138,2689.205215,2640.971705,2673.51055,2337.38081,2868.696199,1945.608154,1844.992123,1727.348928,1633.695085,1891.154577,1616.593711,1742.618903,2840.032209,2328.415377,3460.584679,1188.902712,2218.103673,2363.123079,1830.299415,1611.581093,1675.818718,1505.295043,1594.238347,1908.451573,1984.460608,1365.504006,2107.205087,2123.328457,1496.637448,2326.115289,1514.778085,2336.151502,2013.359094,1803.697926,1173.244333,974.0962442,1922.998702,1419.671661,1040.031128,851.2976563,2280.782344,2780.021568,2438.883494,2059.522855,2202.079513,3014.643191,1696.172572,1304.251089,1533.500031,1473.223023,2929.864092,2678.83986,2344.561295,2122.727108,1978.645185,1648.84373,1689.509088,1813.876738,2023.178822,1784.294606,2903.730376,1286.751264,1471.777902,1238.122278,1540.288413,1184.575948,1262.154205,1146.09413,985.7163689,1059.514676
0.99_431.0237m/z,431.0236937,0.994933333,100 - 35.4,2051.284725,2233.979877,2000.072138,2196.106226,1935.882716,1967.822355,2385.048918,2308.630911,2679.135151,1979.529127,2043.074407,2092.303483,1858.311807,2034.110564,2546.259034,1991.211692,2132.301921,3011.383309,2940.185282,2249.928625,2100.952299,1769.058461,2122.710326,1870.242657,1926.967965,1836.674203,2264.622687,1803.513235,2093.61805,1677.912755,1621.005721,1845.849428,2156.818007,2098.237261,2043.10351,2381.273018,2493.123473,2697.019774,2384.347498,1872.797107,1444.836296,2148.48609,2353.05783,1825.222356,1806.958766,1978.639308,1861.86134,2069.838719,2325.574664,2294.693441,2058.531767,2392.961323,2171.756536,2038.605616,2164.408132,2182.04318,1930.104165,2098.593798,2747.526064,1998.60076,1968.964951,2218.844101,2242.103868,2332.674303,2850.67947,2778.262931,1845.546817,2265.524099,1997.49138,1587.509018,1539.231514,1767.163519,2064.32815,2062.42646,2476.326289,2717.125375,2321.841188,1854.458255,1908.298278,1791.358568,1866.35811,2529.976068,2018.919205,2014.515705,1809.554528,3315.460571,4240.735994,2320.185997,2477.13217,2392.441976,3822.18852,2276.480516,2704.386329,1631.610165,2204.478581,2068.567952,2315.217214
1.75_216.0074n,215.0001303,1.748666667,100 - 31.6,2188.80867,2146.736982,2044.671897,2278.023912,1865.342053,2003.06903,1563.548184,1108.147132,1075.677641,277.4518412,1830.667845,2076.085306,1910.333983,1504.57445,1726.872709,1767.979142,283.8150804,1073.477117,1120.693717,1409.988984,1662.258127,1582.244697,1772.410331,1857.02075,1671.128649,1822.107017,1730.639734,1906.067158,1832.816284,1822.861844,1726.378984,1719.871635,1378.402405,1197.973061,1231.998431,1052.278776,1262.67899,1033.465188,418.8163748,1829.555895,1363.719222,2211.903147,1005.874304,1602.353819,1737.218612,442.1271607,376.7770169,1549.38728,868.442481,1175.538913,1613.586696,1800.244333,623.2881694,1978.966788,1530.462134,1494.745088,1557.704794,338.7927804,304.4082442,1949.515542,1234.720349,952.8350182,612.0284909,1769.919827,1280.892135,1241.046087,230.0236165,2134.206349,2145.935298,1842.354402,1773.611168,1742.965687,2121.359677,1275.832416,1273.571898,1699.433595,695.2797907,1743.750536,1996.835449,1884.963898,1618.354355,1584.051647,983.4653609,1297.727601,1427.854011,789.4060049,1043.906863,1904.821644,260.2354915,1046.93222,881.2297796,349.9166043,821.0620373,1214.89214,558.6967949,969.9311767,543.0836255
6.39_145.0611m/z,145.0611032,6.38635,100 - 6.75,1126.39713,871.5462746,501.8592203,845.6061465,798.7036269,875.6260632,1615.083915,1156.619154,1368.992211,1112.336297,470.6941739,414.0285027,395.9315118,967.2118284,706.1732895,576.7114232,517.6567103,1573.646588,1059.047489,436.8868047,946.3701776,971.4863315,855.7977833,544.2305676,596.2240315,416.1809688,642.9957017,1531.744705,840.2041446,795.4157827,565.9703119,221.2697363,1306.759905,961.6706763,1130.753859,1289.895435,893.2888556,1214.011002,983.5678585,473.4564658,1255.727561,245.8561201,949.8970035,599.5963685,530.9729612,1074.933611,1043.213018,1333.71711,779.6441398,434.6673856,537.6425928,777.975503,624.1453391,454.8388315,454.7301868,1069.342521,1154.574081,946.7414334,797.9362418,926.7117746,738.1600085,970.3916502,1108.988057,1123.399193,823.6885577,1068.47352,1671.519405,482.5079519,469.3551704,403.0781052,618.1289235,928.016435,598.4731986,510.0549778,1549.098449,825.6527554,1062.864718,591.8546595,1116.953938,1070.510894,1021.088006,1143.630448,1420.653281,1410.899117,1854.799899,1810.102337,1372.696062,527.2283329,1578.663723,1055.922005,550.4931932,1196.031724,1083.176275,1481.314164,1212.596479,1883.7063,816.2670474
18.66_679.0490m/z,679.0490227,18.65848333,100 - 46.9,10131.02968,10750.08874,11316.05549,10493.85394,10179.81882,10618.87877,7757.132237,6664.906614,5468.072427,5074.667151,10097.3678,10492.0888,10048.62112,8511.53578,9994.924889,9026.541118,9999.90302,6354.274301,6106.231611,10409.93357,9723.382585,9429.867275,10486.38505,10115.04031,9957.220416,9673.096829,11299.33839,9948.866954,9932.464139,9360.563093,8867.567719,10853.80215,7319.908128,9596.693699,8984.935449,9781.941379,10479.02864,4783.862954,5041.460821,10238.19956,8254.261273,11753.51798,6982.642915,8931.721638,8693.262934,8983.908776,9094.390766,9520.476667,4875.784459,7018.61746,9567.720737,7875.694491,7536.90996,8972.045697,9181.720921,7198.793652,7804.844212,6368.195956,4654.718996,8450.725246,7663.732492,6987.711294,6459.860735,9282.665239,7167.945877,6498.472154,5745.916735,10051.14067,9813.419704,9294.924842,8770.649652,8955.213,10536.91541,9648.499689,7850.860469,7255.914666,4432.894029,9947.876391,9551.223374,9566.83508,8882.431581,8284.334812,8148.423471,8713.307124,7238.786213,5234.600163,7462.647833,11122.91822,5583.856462,7022.756277,7460.254877,4647.83595,5457.502935,4402.688985,6354.926622,5580.732025,5626.968671
1.14_771.5180m/z,771.5179941,1.144433333,100 - 75.1 - 64.4 - 38.4 - 28.9 - 13.9 - 4.58,16574.04386,14747.6477,20386.42813,17301.22854,15867.0031,14315.37123,22446.0938,67924.77799,27581.38667,100165.7071,17688.61183,19138.44465,13022.77746,18445.73765,27925.29869,27178.77684,64775.3993,15700.50646,23185.2637,17136.21263,19444.36907,15583.12543,20589.62311,17296.68263,21868.86786,14192.35709,23796.88046,14219.57362,23361.20399,14516.66499,16783.04279,18930.56343,34307.34765,25784.1882,20081.45386,23322.8951,16369.15323,20414.63719,241503.2446,13333.83097,18500.19429,12171.8632,19657.2518,18692.43923,26430.56205,134020.0465,116631.5263,17359.96937,20227.36838,29648.66679,34403.31677,28104.23215,239092.687,20976.5567,39447.98281,35689.32225,36070.12321,256837.4855,274715.4353,36470.387,28492.63833,46992.78178,26676.8223,24786.94202,26759.27369,33081.40025,90004.12063,18139.28697,18762.37034,12634.00558,16428.06788,17797.21452,14765.22463,20885.31046,26517.07111,18249.35837,41443.57111,18842.61014,41962.33098,24832.32104,23068.41424,41537.49803,22999.30237,26652.00024,22092.2963,96564.53102,37775.14871,22038.05261,67950.6255,24412.65851,28442.22251,122147.1051,122855.6435,39224.42891,126198.0843,31571.82666,78617.45331
3.63_985.0826m/z,985.0826021,3.626866667,100 - 56.6,157.9006625,174.693701,172.6364907,112.7110786,150.1687488,230.5944253,76.68708825,62.81702378,31.75693746,42.21230245,141.8675387,195.3001865,151.5588058,228.7023162,43.1425769,104.7371924,80.17079262,20.24115847,35.88763649,278.9934019,234.517341,197.6942869,267.2332401,147.757917,245.8263525,215.7316968,193.7742131,231.2616114,333.1929072,197.0015705,133.2004091,166.1957048,23.44986987,37.08443715,28.22457486,5.108381934,23.78179776,0,34.76799038,147.9497599,137.3796222,185.8876239,32.23785438,129.0716026,108.499079,104.4806241,109.0022484,28.24841317,0,56.39238877,174.4207276,32.34550384,35.21355174,147.5980436,113.2100392,60.45201696,65.92964863,29.94066443,5.638327117,243.4316344,72.76163729,39.85156475,69.30217956,121.5798151,41.58433622,43.35857142,131.7038463,151.0842302,199.9028632,162.8226701,139.6310497,381.526375,164.2105756,125.6084296,54.82216473,70.65769752,8.1158633,113.430733,164.4122392,183.1138365,163.2382934,16.88686148,52.19615042,128.2288434,99.76013214,5.985950478,58.23179156,234.5899305,39.5224205,43.97253807,39.87156808,29.27353958,9.379327588,20.48333591,55.43601935,13.0484554,30.82220189
8.68_503.1600m/z,503.1600272,8.684933333,100 - 11.2,344.1843967,555.7243473,321.1957262,616.7136411,284.2140525,467.2253706,0.01963739,0.417309554,813.7882543,471.0054395,156.3432554,65.69556313,144.9517281,239.749466,0,130.7505545,108.0183793,0.320545114,201.8487422,248.2293452,198.6388448,346.9565618,314.0561248,7.087074514,144.0139582,157.9318288,292.0289303,619.3972604,352.9963846,133.6219591,261.0999414,93.81441255,0.063960489,0.44997598,0.672970421,0.191793441,0.178573636,0.333061031,334.7964328,125.9344037,139.5287476,127.8746893,200.4657072,108.0227324,185.4162125,245.3881856,167.8955084,0.091454186,177.4846363,202.4446803,254.7353676,0.032474548,297.1333092,321.8590286,219.6331228,179.9940221,644.0715121,327.796502,319.0110479,396.5202915,286.196353,265.9860089,418.7323443,0.093395095,294.8111829,0.211153493,625.0049338,316.6145158,380.9106207,246.520659,281.8347988,285.0847578,312.66552,222.4217838,332.399188,559.446034,295.3074041,60.66111916,310.6104292,141.738969,367.9803307,0.07609233,532.3374263,0.112506691,435.0792668,6.513476925,9.580522601,354.5947168,413.8751485,716.8998018,65.43496364,370.9924627,313.8465635,366.3512869,399.9545617,703.7904803,324.2648008
1.77_968.7143m/z,968.7142535,1.7701,100 - 34.7,50.89295538,78.58624995,13.98554059,41.69892775,27.88280186,111.6904864,0,8.715684733,0,59.78340003,11.66517688,31.88883022,41.07885275,0.042093839,0,0,0,0,0,45.96887194,60.3913955,23.84114237,74.2548108,5.641018695,72.73911189,23.75695519,95.506875,49.4110163,52.64331356,40.23742642,0,15.40224169,0,0,0,0,0,0,16.58500212,18.21587201,5.632520885,0.113372534,0,0,13.10496452,0.291186188,6.578861766,0,0,0,0,8.404327725,88.67028862,37.37205045,46.93892622,0,0,9.558732018,5.882481231,9.075980481,0,8.807826698,12.57594145,0,0,0,17.9330017,26.06661372,41.08982293,59.41738952,11.08436467,26.84187277,66.29595862,0,0,0,19.83419951,53.48141587,65.18290141,15.13273266,6.061794973,0,6.913541382,0,0,0,0,15.5140048,23.94376176,0,21.34471601,92.51099142,18.99325955,27.4058898,5.15621255,39.64777498,103.6797469
10.70_589.1753m/z,589.175294,10.6981,100 - 36.6,22.47259265,0.011064328,13.01670574,6.969099306,62.01432114,73.52070431,0.000685534,0,0,0,0.015289273,9.10E-05,0.401467656,1.911463718,0.00028479,0.404746101,0,0.024354858,0.015228184,1.737321661,44.12479869,27.48476363,70.47298119,0.956208314,81.43499574,12.15293746,3.514577838,92.42291392,45.36711516,1.195150408,3.129470165,0.097593179,0,0.019410487,0.003085631,0.1758918,0.156996187,0,0,0.0925829,2.408217318,0.035338379,0,0,1.292252789,0.07062507,0,0,0,0,0,0,0,17.46543563,14.65002177,0,0.102114413,0,0,46.06919277,0,0,0,0.000290201,0,0,0.220009282,3.52977263,26.00234842,0.395731566,10.05159427,23.96183619,0.099901493,0,0,0,0,21.25685761,55.47581067,37.64856036,29.1629052,0.153011704,0,0.108023186,0.205335706,0,0,8.484374247,0,0,0,0,0,0,0.368149385,0,0
2.23_214.1438m/z,214.1437858,2.2323,100 - 14.1,0,0,0,0,0,0,0,0,0,395.0183655,0,0,0,0,1.336981947,3.404108637,0.714982353,0,0,0,2.124713228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.101076581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.7747111,0,0,0,59.60919026,5.637057559,186.3125359,183.018329,84.67185607
1.78_383.2192n,404.1996432,1.777233333,100 - 59.6 - 27.3 - 7.78 - 7.02,5564.437441,4465.643529,2616.284229,3321.689823,1853.461298,2386.665982,5059.062565,4642.864711,4245.342883,3698.524791,2275.809722,2430.778937,1314.433113,3148.588927,4785.544665,2560.445053,732.3801303,2369.420481,3340.748962,3158.492899,1312.584909,2268.746939,2621.100704,689.4245214,2113.179407,1006.661641,3233.606454,4883.185966,4283.109281,2551.503676,1672.371482,720.9022015,1183.422302,2701.030269,4843.5155,1195.758439,1785.979364,3692.402329,2229.989718,1479.558406,2966.480451,1372.751452,4882.248453,1422.649582,1408.079632,1613.552074,1343.315652,4423.820796,2630.149296,1386.58987,3469.077786,3974.51834,570.121732,2437.189925,999.0290761,3172.7595,2086.642847,884.5945039,1746.677607,1985.834942,1923.011189,3040.999003,1353.642259,4220.508231,4692.873653,3256.767639,2393.807602,2295.693995,4957.075864,3396.627444,3051.513665,3061.287442,4168.63289,4098.374085,3765.061249,3174.756673,1279.711987,1430.340437,3730.03849,2423.710443,1878.240876,5625.012224,2340.595496,3438.856198,3214.872748,4343.719156,78.70497837,3225.841475,1455.866303,4035.300965,1975.088543,322.2045123,299.9494502,2286.362277,202.8128681,3703.299372,309.1768783
3.11_252.0866m/z,252.0866439,3.107366667,100 - 17.5,3.128263133,4.258679996,2.493943701,4.109276911,10.56569434,7.081443426,52.65561369,0.342881819,1.300697484,1.15255516,3.17983466,1.858939813,5.750597756,12.25702057,21.93132573,5.445426088,3.594227554,25.08921418,4.064361169,1.10490898,15.33701976,2.807190938,4.187644398,0.342552416,2.496676261,3.384399108,2.847368743,3.390667762,3.210071174,4.053368651,6.508143421,6.395978154,4.533443684,18.67163654,2.830596913,8.876960079,8.947562439,10.86446116,3.950312785,4.296873526,5.899326712,3.090554607,3.58057293,6.547209849,4.412650516,4.697604071,13.43480498,30.66838496,0.00373171,4.018658503,2.706087394,16.22328653,1.566193806,4.908275527,7.109403046,56.78495676,2.26858084,1.230850133,0,8.056391517,4.611790259,1.326338379,2.346714597,18.93516193,4.108080443,14.64922786,1.740969397,7.093819122,1.441946031,3.580772445,2.33550448,1.176552552,1.275248168,1.535620499,0.018994869,2.864354962,9.93734317,1.005217032,3.277824198,1.029467246,5.173909166,5.788724364,6.926884149,5.093711013,3.095531139,0.137891598,1.596622771,1.078207489,1.847877265,6.418732744,1.563559409,2.206951276,8.211820028,5.065232681,1.466540482,0.479186766,0.733806007
1.21_270.1532m/z,270.1532466,1.208,100,2.521123127,5.680884236,18.0273958,1.156568282,0.014718547,0.523481725,8.635581683,2.485884508,0.009915126,76.46717987,0.012492413,1.141171874,0,17.86998214,14.78076201,2.174414881,71.85996051,0.951426235,7.346971195,0.042644671,4.451264087,15.51663141,26.35006754,3.962967479,2.156457761,3.273939594,9.794572281,0.047823119,3.630181894,2.804355436,2.500027902,6.986645463,4.060059634,0.319257671,0,0,22.26858443,0.076816694,267.1672004,1.732216897,7.220834004,1.976582598,0.679244415,12.17342344,6.41812478,205.6017737,214.4938419,0,30.4738864,3.896644894,11.7935446,3.309684238,220.2669964,11.2689834,17.69634098,12.14329789,25.88712589,503.8644857,355.9359069,0,9.295544686,0,0.4218392,0,4.033049324,16.49289796,450.242002,0,0.358160291,0,0,0,0,14.70780128,6.576248057,0.663517246,0.851209417,12.06434684,0,0,5.092913901,0,3.69266601,0,0,13.56022645,297.9139772,0,49.15697964,1.528413357,0,248.8392555,245.6970235,0,216.0459898,16.17755899,92.1340269
4.49_222.1334m/z,222.1334357,4.4948,100 - 6.06,6.296628985,6.827828372,5.739544526,26.88329383,7.6982942,10.36274099,0,0,0,0,5.654839157,1.732586376,5.592844204,15.81570425,0,2.471356624,0.243411754,0,0.158928524,8.798719161,8.846711997,15.76718651,9.237537675,0.652518026,14.60061807,7.655401795,22.19118143,25.76512973,9.734339365,11.63016955,5.033909942,3.394832526,0,0,0,0,0,0,0,6.436307574,16.07213797,0.104285211,1.436569157,8.516986988,3.094245313,0.079875598,0,0,0,0.765880954,3.774052518,0,1.880933356,0.300502964,12.84518839,0,8.690045622,1.108363342,0,23.22647443,0,0,0.63054183,0,6.478997791,0,0.392217939,24.88250372,19.66624684,5.389917316,27.49108004,22.45991808,0,0,20.79323278,0.863434332,0,5.166057701,3.206116369,3.971000742,1.976316421,0,0,0,0.016619397,0,0,2.077170348,0,4.195598989,0,1.089515164,0,1.502727781,0,0.203962956,0
0.99_366.5944n,401.5878281,0.987783333,100 - 55.5,0,0,0,0,0,0,0,0,0,0,0,0,34.35720551,0,0,0,0,0,0,0,257.6270679,18.5611133,0,15712.894,262.666108,13896.27496,0,1058.882803,0,0,143.9782936,0,390.2393657,15.13093483,0,0,0,0,0,38.8769455,1664.037266,0,1893.829286,3763.573998,3250.410907,0,0,0,122.1933111,1495.626087,0,0,0,0,151.6667871,0,2059.432578,0,0,0,1021.092638,0,14873.98678,0,0,0,0,0,0,306.2699749,2435.060684,1.111213065,243.7426482,166.9980056,2746.033685,0,3774.354449,7690.968989,0,0,379.4513942,0,1030.295125,18.85124818,1647.79594,0,0,0,0,0,0,0,0,0,0,0,0
1.29_137.0240m/z,137.0239533,1.286566667,100 - 33.1 - 8.24 - 0.531,1219.207871,1301.051708,961.8447093,1450.655646,938.4008302,977.1155523,1250.293693,1031.293581,1475.086103,1540.310727,1168.009306,1105.127968,1197.526676,1806.654487,1676.165715,1618.421338,1122.549397,1620.859613,1735.327352,954.5987795,920.1462593,961.408718,944.4208962,1225.949457,792.1713656,845.8986404,813.1584005,834.8141518,801.463861,1274.524022,1379.398844,1366.95807,1057.807973,1694.952706,1112.631107,1355.789575,1323.745147,1982.246272,1042.637501,1292.487115,1289.738918,1177.652482,1584.927393,1463.965819,1386.310606,1384.655066,1474.654802,1549.065757,1521.116328,1210.99131,1093.182656,1278.60421,1758.32184,1620.508709,1445.862488,958.5908228,1105.989903,1412.2163,1580.774076,1572.686769,1077.678559,1497.512548,1346.582411,1461.33254,1580.008632,1217.273037,1377.719827,1611.357041,1305.900172,1280.064057,1434.260838,1297.160329,1062.681737,1173.881284,1120.376599,1736.784672,1595.903588,935.054585,1096.412521,1063.823088,1313.058301,1167.724604,1128.823089,1196.937216,1041.515018,1582.397346,1078.152105,1414.92792,1593.469997,1629.090398,1846.310324,2001.055813,2069.158037,1662.127353,2021.380521,1513.298975,1757.455287
1.76_283.3507m/z,283.3507054,1.755816667,100,30.00252295,96.08715541,16.72291858,16.92812024,23.03620693,69.66166708,24.28497832,0,0,0,13.84826035,56.21388069,11.78758364,0,16.45935291,5.010210654,0,38.98721649,7.922074324,8.456495168,22.18337222,2.163586513,30.77335851,4.23892863,10.23740434,43.66271783,58.15491745,13.32822706,26.29186239,13.11555071,13.72211598,17.54181264,23.94327813,7.216933492,6.845292429,10.82300515,13.30731308,29.65423057,0,22.41066732,9.272347781,49.08641058,0,18.89578997,10.09530617,0,0,0,9.386550857,5.689411832,22.16588936,15.35090243,0,8.006725258,11.83523142,32.78714499,28.33073595,0,0,13.96687263,19.72852413,0,0,15.29229481,0,13.59072841,0,3.417234188,23.26625539,10.38741722,9.189188931,6.547895427,27.71412532,12.50203707,4.618926722,0,26.09276006,50.3197805,27.80658829,16.06340597,16.13163813,3.552657757,12.55030958,6.76582335,33.72347729,0,0,14.00027243,0,0,0,0,0,3.113463931,0,5.579790721,0
1.14_966.5764m/z,966.5764116,1.137283333,100 - 0.455,938.1988132,1013.432065,1289.064812,1166.644447,907.0560147,1167.635051,1660.046669,2248.947434,1458.423676,2398.140664,807.0608662,954.4991461,551.6691096,1061.36029,1033.568399,946.8559093,1632.753502,1089.185325,946.5281623,1024.880654,1069.27938,1383.375515,1095.208729,935.3727647,961.0107974,587.0406814,1437.000903,895.4279642,1032.616656,924.1815263,650.6830161,792.4318203,781.5790784,1100.896081,1193.119545,901.9390058,765.4918846,1631.127015,2179.896049,780.6867395,900.0706837,772.9210042,1504.766091,634.0368146,736.359551,2094.413687,2173.016177,1269.68062,2007.391256,944.1155466,884.6927462,1018.015219,2548.727314,1092.737107,946.4496639,932.4078673,823.3932021,2311.26831,2438.470782,1304.59167,761.8550975,1448.6041,806.7023708,1227.635755,1450.571316,1296.109454,2469.222839,1313.970096,748.2236267,937.3871562,855.5067973,981.2629501,805.5249159,1108.371046,943.2130276,1313.062107,1465.975192,551.2102334,1202.691615,1083.067287,680.7483577,1395.124375,1247.282651,1308.313654,1028.556651,2429.029108,893.1315473,817.2038374,2177.084188,1693.292549,1752.230456,3570.058253,2603.835258,2079.121802,3734.370324,1631.63407,2443.494055
5.53_948.1247n,983.1157911,5.52645,100 - 37.2,64.61960525,79.89824219,18.29655192,25.91530606,135.4938637,45.20833769,213.0057328,593.8735216,0,7.754386201,28.91699248,26.58573971,31.0786239,0,196.3126427,11.09814247,20.02283277,414.1019933,26.67551766,51.8017441,112.3818237,23.41356354,19.97439631,17.05988207,52.80297895,46.12207038,57.37268743,14.36070742,28.55693721,33.60010174,4.792837085,17.85271798,245.481715,286.7315768,226.1328572,342.8029541,244.6040742,183.9924868,8.517827461,17.08572788,16.11049094,9.11443742,0,3.509058339,6.450201525,14.26238779,29.34882769,376.7870905,0,11.6093886,30.32415962,549.2469909,9.19289988,12.40729962,15.12624716,23.04957522,13.99836224,0,0,5.647593006,21.67608276,0,22.28687538,524.0995364,7.578837334,264.4853341,19.44684447,6.972360367,9.205479599,23.13754964,8.725450948,23.52809354,22.92250612,15.50114221,10.71522596,0,0,19.08033127,12.89059857,20.66898884,19.74416789,637.8430936,24.09247375,495.9629538,38.15797796,0,0,39.96120735,11.73561755,27.30228671,4.073980781,0,0,0,9.167835587,0,0
1.77_233.1965m/z,233.1965077,1.7701,100 - 33.3,206.5929343,1475.429365,230.3807835,89.38208464,194.1168404,306.2046759,270.4848805,513.2016737,721.3834483,5221.506996,488.6132348,406.6427814,3845.310041,838.4385504,99.21520316,390.7057536,1192.344695,1195.650144,214.3649819,387.4197563,1870.114023,373.0089631,385.4027304,252.0070302,129.5648809,2107.19447,126.5168162,149.344471,145.6155226,738.5396367,2954.367751,1598.576131,1353.333694,771.0373796,738.107743,1629.076984,1455.965407,826.3310251,5544.216178,1334.852284,1342.785963,2519.672121,538.5937201,2216.343314,1327.241923,2768.506269,4026.411516,109.9115863,2171.147066,1914.243677,161.2739025,111.9017916,809.4830748,191.6374667,720.2576165,81.84213992,785.4568662,3340.065211,4542.951732,69.9424075,1042.025306,127.5779843,2929.297326,62.21078515,62.76909875,63.13640173,7549.174935,78.44301235,108.7461044,428.3570417,196.4401987,512.735474,588.4563117,682.742715,177.4859012,110.5972194,1315.595514,1454.930813,240.9344491,113.2917649,2815.557387,134.3460093,2273.852776,180.9636754,188.833999,62.39188106,455.8162635,82.32024132,13291.16547,1145.083119,911.5608942,15904.16303,36.20971333,622.5696143,55.6670867,1232.422784,1939.014256
1.16_436.3887m/z,436.3886721,1.158716667,100,0,0,0,0,0,0,0,0,0,3.748433234,0,0,0,0,0,0,3.711542856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.748410204,0,0,0,0,0,0,5.149107111,0.993990912,0,0,0,0,0,45.46515712,0,0,0,0,3.864592979,1.099190184,0,0,0,0,0,0,0,11.76544923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.003680917,0,11.12931176,0,0,4.130552504,13.15131739,0,19.75221344,0,1.64081104
