sample_id,injection.order,class,batch
A21,49,Subject,4
A22,47,Subject,4
A23,15,Subject,4
A24,148,Subject,4
A25,61,Subject,4
A26,50,Subject,4
A306,39,Subject,4
A309,54,Subject,4
A315,152,Subject,4
A323,99,Subject,4
A325,21,Subject,4
A326,80,Subject,4
A328,67,Subject,4
A331,32,Subject,4
A339,66,Subject,4
A340,107,Subject,4
M61,96,Subject,4
M62,100,Subject,4
M63,88,Subject,4
M64,140,Subject,4
M65,143,Subject,4
