sample_id,injection.order,class,batch
A21,50,Subject,3
A22,48,Subject,3
A23,16,Subject,3
A24,149,Subject,3
A25,62,Subject,3
A26,51,Subject,3
A306,40,Subject,3
A309,55,Subject,3
A315,153,Subject,3
A323,100,Subject,3
A325,22,Subject,3
A326,81,Subject,3
A328,68,Subject,3
A331,33,Subject,3
A339,67,Subject,3
A340,108,Subject,3
M61,97,Subject,3
M62,101,Subject,3
M63,89,Subject,3
M64,141,Subject,3
M65,144,Subject,3
