variable_id,mz,rt,isotope.dist,P201,P203,P204,P205,P208,P209,P210,P202,P206,P207,P11,P12,P13,P16,P19,P20,P14,P15,P18,M70,M66,M67,M68,M69
5.78_245.2732m/z,245.2731513,5.782316667,100 - 45.6 - 3.82,0,0,5423.126319,0,0,0,0,0,0,0,0,0,0,79.67445613,0,17.91878515,0,0,0,0,0,0,0,0
3.12_627.3635m/z,627.3635425,3.1222,100 - 39.5 - 9.45 - 2.44 - 0.405,0,0.720840197,0,2.862540156,12.55598052,0,0,0,0,0,0,0,15.78744517,0,0,1.578340424,32.81444948,0,1.618092846,0,0,0,0,0
3.78_996.1757m/z,996.1757204,3.7764,97.3 - 100 - 56.7 - 22.5 - 4.46 - 0.17,17096.03954,13034.11464,12202.28703,17317.85664,19417.53752,13432.20443,15428.98952,8086.820613,11758.87226,5969.950568,20535.02948,4145.868733,19113.97676,31015.98205,20097.68094,20955.23912,23590.63098,39306.19408,27880.99175,6303.410271,11753.55973,5275.854958,5283.142568,8918.489455
5.78_245.3412m/z,245.3411544,5.782316667,100 - 29.2,0,0,2613.167113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.78_117.2729n,118.2802015,3.78355,100,22452.7258,17441.20162,15758.112,20743.48624,25575.77598,16249.82515,23133.295,7642.745398,10982.37761,4996.968178,25742.23969,16503.71294,24317.03689,34210.45983,23622.90228,22986.19858,10644.85649,14796.67629,6879.156074,6048.016517,7080.2555,1361.543721,2228.552052,8077.096105
5.78_245.3927m/z,245.3926885,5.782316667,100 - 0.798,0,0,863.6414578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.74_559.8537m/z,559.8536851,1.7417,100 - 50.2,0,0,0,0,0,0,0,0,4.321905354,0,0,4.143798947,0,42.94296496,48.10107295,17.14630944,18.46176744,8.360229367,17.81976576,0,0,4.293456793,2.160308897,4.763458252
5.58_135.3374m/z,135.3373802,5.575733333,100 - 89.7,168.2800673,0,0.116666229,149.9830365,986.6081186,2.283524892,285.6179154,5.616241455,0,0,114.6496436,24.8341217,213.0254187,145.3897706,99.6269681,53.19274026,0,24.93204451,0,0,0,0,0,0
6.13_146.1817m/z,146.181656,6.131133333,100,3773.781444,5881.879865,2422.125571,6324.250167,10862.39498,343.0017853,11212.86843,3001.529341,5233.587935,3126.757302,10370.94016,14045.67188,4225.926219,9075.333261,2189.154977,0,6606.72007,2747.430243,1958.534094,1049.265525,6480.728558,2014.900152,75.15757124,664.0843822
1.01_265.4166m/z,265.4165855,1.0094,100 - 44.3 - 5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6606.72007,0,0,0,0,0,0,0
5.78_245.5412m/z,245.5412017,5.775166667,100,0,0,1565.248228,0,0,0,0,0,0,0,0,0,0,2.837989807,0,0,0,0,0,0,0,0,0,0
2.93_936.3092m/z,936.3092177,2.930083333,100 - 34.6 - 36.9 - 10.9 - 4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.60_671.2083m/z,671.2083011,5.6043,100 - 31.9 - 29.2 - 8.07 - 3.51 - 0.596,0,0,0,26.07255506,194.4761448,0,3.903608846,0.515725057,1.33572047,0,0,0,17.87640357,0,0,0,0,105.3412303,0,0,0.006134373,0,0.024386078,2.18610406
7.37_303.2103m/z,303.2103063,7.369066667,100 - 5.18,2.200104613,47.7070922,3132.141861,17.62859803,0,0.441937075,0.528511287,0.678576338,2.159495813,0,1.368563851,29.47549446,28.2283174,33.05741127,17.14202795,41.91752725,9.410975047,0,5.454842998,10.55922292,0,0.035184973,0,0.873385642
3.78_235.3234m/z,235.3233672,3.78355,100 - 5.05,5346.109193,2905.299256,3468.919577,5405.211592,6920.376237,3365.157852,4493.184596,1438.086307,4546.45696,1815.59788,7744.057831,2457.363324,7186.889709,11702.56997,6806.714652,6856.265469,8464.170785,11982.55542,5449.615834,1167.946267,4489.708982,819.3839737,1406.738889,4208.739176
7.35_799.2994m/z,799.2993509,7.354783333,100 - 41 - 17.4 - 1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.78_938.1383m/z,938.1383053,3.78355,100 - 20.3,5438.752321,4264.297264,3729.687447,5347.814149,6095.028595,4060.450988,4831.982345,2582.881464,3543.464472,1813.251344,6433.300891,1300.341257,5917.535893,9585.70041,6106.021592,6550.627978,9802.802684,12812.66894,8413.49633,1873.842499,3517.96334,1713.08149,1903.864245,2770.924389
4.60_599.8110m/z,599.8109799,4.601566667,100 - 73.2 - 27.9 - 7.13,0,0,0,0,0,0,0,2.170013428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.60_135.2561m/z,135.2560634,5.6043,100,0,0,0,0,401.3615422,0,32.08257294,0,0,0,0,0,41.20186567,0,0,0,0,0,0,0,0,0,0,0
5.58_606.2244m/z,606.2244031,5.575733333,100 - 25.1 - 5.98 - 0.154,7936.072994,4978.994444,6073.262471,8799.710536,8867.512733,4312.527067,8719.003728,488.7097338,690.1775641,345.0109381,10170.57972,0,16827.37703,1544.633857,1519.063745,61.26730371,0,1353.278751,0.020124667,310.0758222,505.7002753,344.8927931,520.8792656,828.3116411
3.78_879.0982m/z,879.0982486,3.78355,100 - 90.3 - 42 - 7.54 - 0.0991,5107.789739,4142.71963,3300.260919,5017.072943,5788.871396,3758.345521,4738.367457,2162.957197,3089.860698,1483.454334,5811.930822,1144.927705,5621.176486,9002.236453,5675.506028,5865.013755,7850.040812,9806.154697,5898.380624,1731.685588,3156.114432,1507.179639,1636.560373,2359.695976
5.97_275.2936m/z,275.2935537,5.967283333,100 - 25 - 3.41,1245.012132,0,0,836.9799893,12014.848,6413.744966,413.7021744,0,0.303466419,6323.501054,11294.8365,0,1106.417096,5012.977996,5224.730792,22051.64924,0,8131.258161,1852.772051,7738.216793,107.9173793,644.3002028,737.5475296,313.5466612
4.64_409.0312m/z,409.0311876,4.637283333,100,117.5758701,218.4036095,3730.372762,2006.575471,314.6519719,88.32313448,167.0586247,62.52092881,47.37106113,18.4154659,237.7720302,170.0227843,136.5664508,420.7937527,245.1030431,258.2558624,1177.719891,395.6130555,41712.12671,9.376678158,273.2289404,0,48.54736926,366.0212315
5.48_693.1839m/z,693.1838659,5.4836,100 - 27.2 - 10.5,1940.10398,1170.20695,1121.045336,2102.452115,2038.491598,1179.788879,1964.664075,905.4298424,1329.003312,788.1134261,1890.455366,0.005382454,3165.898641,166.8769522,225.9616987,0,7.477500879,3652.927918,1.037606721,510.5411551,1086.011946,804.3191776,1180.658313,1767.842195
1.29_793.4832m/z,793.4832376,1.29385,100 - 45.7,0.001321009,0,0.057845459,0,2.517095198,2.086303829,0,0,0,0,0.742064765,15.12081167,0,0,0,0,0,0,0,0,0,0,0,0
2.92_765.2302n,788.2197063,2.92295,100 - 29.2 - 29.2 - 2.32 - 0.102,0,0,0,0,0,84.91543555,7.664520264,0,0,0,0,0,0,0,0,0,264.9454855,0,0,0,0,0,0,0
6.13_146.2422m/z,146.2421972,6.131133333,100,813.1828967,1962.150495,260.5184791,2128.275897,5371.470941,0,5759.930984,589.4784081,1824.968943,688.6567334,5073.337742,8081.851805,1088.661543,4066.714444,175.3457253,0,2511.222379,458.1508107,183.2287891,18.17745972,2571.762698,215.6972575,0,0
7.38_303.2969m/z,303.2969044,7.38265,100 - 27.2,0,0,1189.945694,0,0,0,0,0,0,0,0,0.00152209,0,0,0,0,0,0,0,0,0,0,0,0
7.97_247.2897m/z,247.2897045,7.973266667,100 - 25.3 - 0.267,4747.634684,1211.805282,1941.41005,4582.939079,4667.059323,6190.492489,4094.780747,2239.605808,605.8155694,593.4783908,5556.562427,454.0393999,5391.350858,3750.78403,3205.939159,2497.626834,13.09143066,1718.212779,80.08382244,1129.937082,630.6380715,261.547554,346.6844568,200.0347727
2.92_783.2640m/z,783.2639889,2.92295,100 - 28.7 - 34 - 7.42 - 1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.78_235.3878m/z,235.3877857,3.78355,100,2534.944506,1183.415973,1487.009856,2577.333447,3436.000443,1454.864737,2070.600651,488.6069516,2242.6805,707.1701191,3819.789694,937.5118987,3593.908763,5971.192818,3294.145191,3393.967134,4329.127902,6107.847109,2757.028721,363.2159124,2186.420356,185.3818858,496.6561334,2041.431936
5.97_275.3646m/z,275.3646035,5.967283333,100 - 34.2,460.5898285,0,0,208.553422,7422.669176,3661.696237,55.16370082,0,0,3745.208613,7003.305018,0,270.9436164,2851.171107,2914.484247,14080.84733,0,4967.347459,841.8864657,4745.516414,0,98.69102383,234.6871805,22.83914093
6.24_738.2664m/z,738.266435,6.23755,100 - 30.7 - 5.98,2198.19773,1419.639487,1726.404328,2253.90729,7386.551465,1049.493975,3912.400325,2543.587562,3501.50493,1888.002745,2695.086524,0,7547.773072,589.1877154,574.6726297,0,90.33124068,10856.44722,812.4865867,1105.199745,1446.538625,1498.982407,1755.558029,2847.084784
10.21_189.2328m/z,189.232837,10.2078,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.59_738.2663m/z,738.2663183,6.593216667,100 - 31 - 6.88,3320.137042,1134.08348,1852.406001,493.0175938,4950.601264,35.17731156,3043.117856,7418.897127,3429.948062,1332.996993,5286.9073,0,28.67117321,0,0,0,0,8502.648304,0,0,2806.924877,1680.541556,0,0
6.13_146.2932m/z,146.2931559,6.131133333,100,296.5754837,913.3048755,39.13472124,1044.826189,3238.322879,0,3520.226368,178.5505526,887.8591149,256.0732902,3021.62389,5123.988466,409.5742065,2345.975759,21.67189221,0,1271.484073,108.2599193,0,0,1335.48722,17.86631864,0,0
5.58_827.2308m/z,827.2308482,5.575733333,100 - 37.8 - 34.1 - 10.1,7.574279785,0,0,18.92898571,110.3726853,0,14.93093557,0.439490332,0,0,0,0,44.89135742,0,0,0,0,67.20549993,0,0,0,0,0,2.68703391
1.32_762.9776m/z,762.9775957,1.322416667,100 - 99.8 - 95.4 - 49.8 - 42.7,0,0,0,0,0,0,0,0,0.684757726,0,0,0,0,7.803680182,43.20255887,0,0,0,0,0,0,0,0,0
1.34_638.8676n,677.9322857,1.3367,100 - 77.1 - 61.8 - 52,0,0,0,0,0,0,7.448669434,8.436279416,29.52609989,27.16996557,0,19.4045593,0,104.6561462,246.8087809,518.9470416,0,0,0,0,0,0,0,0
2.23_554.2366m/z,554.2365663,2.232516667,100 - 25.4 - 2.85,0,0,0,12.31677246,0,39.51232958,0,0,42.2681275,0,0,0,0,0,0,13.42266846,32.14094673,5.285186768,0,0,24.08929443,3.867279053,6.339416504,6.220520079
1.33_683.8574m/z,683.8573863,1.32955,85.8 - 99.6 - 100 - 44 - 31.9 - 30.4 - 31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90906726,23.48095727,31.69320679,0,0,0,0,0,0,0,0
12.46_775.2627m/z,775.2626586,12.46203333,100 - 36.3 - 9.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.00_165.1905m/z,165.1905167,5.000083333,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.38_303.3715m/z,303.3715051,7.38265,100 - 25.2,0,0,577.0801881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.74_951.6527m/z,951.6527044,3.7407,100 - 42.2 - 3.29,2263.656583,1126.656507,1927.143121,1311.269093,3584.047059,2112.151824,4717.309707,1329.208872,1328.859216,1535.84703,2705.21449,1771.528939,3076.198078,1683.62163,1195.241071,1026.354662,691.1438002,1480.498884,1062.353114,912.3391856,846.9768464,748.1115905,1028.260483,1399.327821
3.75_409.3317m/z,409.3316774,3.747833333,100 - 30.5 - 4.13 - 0.0375,3.90702059,0,0,1.43399353,6.923311235,0,2.657382677,0.548469601,4.41687006,0,1.484586397,4.087401967,4.658502783,5.064619402,0,0,0,3.008872092,0.379533738,0,0,0,0,0
1.33_940.0785m/z,940.0784539,1.32955,94.9 - 77 - 74.1 - 83.3 - 100,0,0,0,0,0,0,0,0,0,0.000127229,0,4.657001529,0,35.29739404,24.6579608,79.41616651,0,0,0,0.00073636,0.99024492,0,0.741587425,0
2.95_596.1866n,619.1773102,2.951516667,100 - 24.8 - 21.7 - 0.35,0,0,0,0,0,0,0,0,0,0,0.081138767,0,0.08679339,0.270736497,0,0,7.953650758,13.98914046,9.01343208,0,0,0,0,0
3.79_235.5814m/z,235.5813675,3.790683333,100,1613.828621,777.8257753,969.726282,1614.358806,2168.811344,935.6731756,1329.303729,364.5997845,1345.016367,476.3065185,2382.838363,638.5457448,2213.266536,3828.687764,1989.880753,2108.607163,2669.330212,3719.313157,1619.062116,299.1294952,1346.71883,153.3842276,310.7680738,1282.021526
3.75_963.6527m/z,963.6527301,3.747833333,100 - 46 - 9.35,900.6870957,690.9751271,1830.623223,850.1970084,1817.52239,1189.195109,2746.190499,887.0112194,1252.113937,1116.807128,1010.661106,14431.83378,1838.686506,1135.740036,918.6619797,671.7090975,256.1000675,722.6102798,937.6960623,733.4741816,375.1625975,391.3102691,2198.477829,3060.069902
6.13_146.4460m/z,146.4459646,6.131133333,100,270.8340947,706.5673575,82.10221469,756.3281747,2362.057872,0,2554.148567,176.3189334,635.3441944,208.6556847,2169.236618,3651.269155,339.2821127,1722.032227,36.27799232,0,908.2130911,130.400785,35.03160475,6.91013688,974.5532577,58.92372606,0,0
7.97_247.3571m/z,247.3571166,7.973266667,100 - 6.37,2361.371744,519.5743799,832.9109535,2197.784563,2259.472657,3066.739202,1982.957986,1042.121482,260.0131781,227.7514952,2696.287136,172.5319586,2694.042465,1805.498778,1517.46662,1099.245989,0,798.7588325,15.87030601,502.6099124,257.4481205,68.01941144,122.1803094,51.14644218
5.97_229.2345m/z,229.2345449,5.967283333,100 - 1.35,1.592300415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.15_768.3988m/z,768.3987725,1.151533333,100 - 89.8,0,0,0,0,0,0,0,0,475.363678,23.74264526,0,440.258482,0,285.7175293,0,49.82485962,0,0,0,0,0,0,0,0
1.34_736.9606m/z,736.9605562,1.343833333,51 - 100 - 52.6,0,0,0,0,0,0,57.40771508,0,11.82167411,2.323699951,0,30.20380949,0,87.38090653,190.4573623,689.1147894,0,0,0,0,0,0,0,0
7.38_303.4256m/z,303.4256153,7.38265,80.5 - 100,0,0,191.3644884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.14_789.3677m/z,789.3677064,1.1444,100 - 65.8 - 60.2 - 34.5,0.225400291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9213562,0
5.98_373.0922m/z,373.0921601,5.981566667,100 - 15.1,15.20040954,10.18126767,0.262626655,168.6523802,483.0204212,495.413712,89.71700212,380.8493849,0,1961.621794,513.7377903,14.73559724,0.298883368,943.2135533,322.1659682,1522.833644,0,1563.407096,1423.011581,2358.317068,461.6397457,1610.539381,628.2490951,1846.414776
1.33_652.8619m/z,652.8619478,1.32955,100 - 71.7 - 75.7,0,0,0,0,0,0,6.526769043,0,0,0,0,10.26543674,0,46.24946485,17.26130117,124.7098779,0,0,0,0,0,0,0,0
5.60_939.2876m/z,939.2876391,5.6043,100 - 48.6 - 44.6 - 15.6,0,0,0,0,0,0,0,0,0,0,0,0,12.32720539,0,0,0,0,2.956483065,0,0,0,0,0,0
1.34_702.9409m/z,702.9409067,1.343833333,69.1 - 85.6 - 100,0,0,0,0,0,0,0,0,0,0,0,6.822720628,0,7.941284418,0,19.1578064,6.653289795,5.130981445,5.842102051,0,0,0,4.211334229,0
4.12_510.3768m/z,510.3767625,4.11805,100 - 67.3 - 24.2 - 2.78,0,0.0687268,0,0,0,0,0,3.401308934,0,0,0.336167309,0,0,0,0,0,0,0,0,0,0,0,0,0
1.34_971.1081m/z,971.108142,1.3367,92.1 - 100 - 83.4,0,0,0,0,0,0,5.675720215,0,0,0,0,0,0,319.7300319,221.599115,175.4686469,0,24.16968279,1.889990387,0,0,0,0,0
5.00_165.2449m/z,165.2449179,5.000083333,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.13_146.4196m/z,146.4195637,6.131133333,100,72.26464832,334.2368102,5.704466318,380.5842836,1579.381939,0,1783.012825,36.78913994,298.4636376,56.02027523,1490.844328,2740.580045,115.8550652,1033.914865,2.416594977,0,470.0295056,19.66892999,0,0.472952768,519.3324871,2.957497074,0,0
5.78_755.3068m/z,755.3067696,5.775166667,100 - 33.6 - 1.75,0,0,0,0,0,0,0,0,0,0,0,0,8.426670952,0,0,0,0,0,0,0,0,0,0,0
5.97_275.5753m/z,275.5752582,5.967283333,100,309.0784979,0,0,177.7494148,3142.797094,1680.287514,82.03720305,0,0,1633.213967,2977.011565,0,215.8993955,1314.638178,1338.817485,5432.090108,0,2105.302263,410.1292592,2103.960541,5.63921144,99.07220475,145.8933639,48.98580809
3.66_144.1382m/z,144.1381697,3.6557,100 - 8.33,0,0,0,1.61E-05,0,0,0,0.134625572,0,0,0,2.542874906,0,0,0,0,0.002232229,0,0,0,0,0,0,0
4.37_229.2345m/z,229.2345107,4.373733333,100 - 0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.08_847.3770m/z,847.3769991,8.079683333,40.1 - 100 - 74.1 - 35,1349.462274,877.7552505,0,1851.473876,2264.814477,813.3814818,480.5818426,789.7840717,485.6609909,2352.487102,11.95605469,129.6594102,5.885894775,1581.842903,644.3933521,490.2196878,362.0699744,1291.526834,4.001495361,41.93857746,1164.720528,651.2157695,235.8898345,390.0225313
7.92_669.2217m/z,669.2217152,7.91615,100 - 30.3 - 18.3 - 0.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.40_584.3765m/z,584.376485,10.39921667,100 - 31.9,0,0.039973695,0,0,0.021337304,0.318436476,0,0,0,0,0,0.004732726,0.032415001,0.599899237,0.029605701,0,0,0,0.596374641,0,0,0,0,0
1.34_668.3557m/z,668.3557223,1.343833333,100 - 85.6,89.03859627,30.27978262,0,0,2.6847229,18.32422895,35.55370705,53.31827767,1.360955143,29.86812839,0,14.30767107,7.007151773,58.92025871,119.0910129,64.52265163,58.52036106,169.4214845,57.44284963,0.218224286,46.56138966,51.55822188,47.41738207,0.371854943
1.32_712.9202m/z,712.9201618,1.322416667,89.5 - 100 - 94.8,0,0,0,0,0,0,4.98916626,0,8.906494141,0,0.542583409,0,0,16.25167847,67.75213647,98.019895,0,0,0,0,0,0,0,0
9.87_497.1254n,498.1327161,9.873166667,100 - 21.2 - 7.71 - 0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.32_625.2358m/z,625.2358029,3.321466667,100 - 34.9 - 27.6 - 0.353,0,0,0,0.123389253,0.993306206,0,1.513618735,0,0,0,10.00578879,0,0.347729751,0,0,0,13.39308113,4.587702175,2.120292568,0,0,0,0,0
8.53_433.0785m/z,433.0784562,8.528566667,100 - 19.6,0.981359243,48.95649951,4.281049573,125.2879875,1.112632407,251.9827346,0,0,0,668.1966108,341.0180126,0,169.3660904,4355.274943,1467.544648,3441.736507,432.8452309,2086.563541,554.2812709,0,0,0,0,0
5.97_275.5362m/z,275.5362026,5.967283333,100,109.50792,0,0,26.33476233,2648.443662,1261.087225,14.56582624,0,0,1320.572706,2498.575226,0,71.9298676,942.2274433,978.4424466,5202.758044,0,1727.958249,227.7859501,1703.336163,0,10.66132712,33.41650379,3.801503982
1.16_759.8750m/z,759.8750195,1.15885,75.4 - 71.3 - 100,0,0,0,0,0,0,0.751913911,0,0.073511972,0,0,0,0,2.7960576,1.020236706,1.120751253,0,0,0,0,0,0,0,0
1.14_607.8252m/z,607.8252306,1.1444,100 - 95.4 - 84 - 63.3 - 49.5 - 45.1,0,0,0,0,0,0,10.65376216,0,1.841378341,0,0,0,0,10.13798585,17.24021042,82.25109016,0,0,0,0,0,0,0,0
4.99_827.5037m/z,827.5036595,4.9858,100 - 50.7 - 5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008405924,0
1.08_738.6547m/z,738.6547007,1.080116667,100 - 26.9,8.911378203,46.64736035,1.586123706,30.4284985,0,31.88262683,0,0,17.40699833,17.04108887,85.59158612,2661.944923,42.71791765,0,75.6866136,135.7844892,5.560519571,6.421021813,278.1078993,0,0,0,0,0
7.38_303.5922m/z,303.5921892,7.38265,100,0,0,276.2662646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09_477.0447m/z,477.0446686,5.085083333,100 - 17 - 25.9,1158.620605,30.26363536,20.77073669,0,446.7705764,23.01462898,274.3905783,7568.231203,0,110.9577485,4327.803561,137.5440818,1223.476791,0,984.7809643,0,0,862.4204359,0,256.6382011,366.2110373,1083.165927,997.2330822,871.3701243
7.97_247.5562m/z,247.5561667,7.973266667,100,1423.224076,332.7943968,522.1680233,1335.996497,1361.842599,1857.344706,1233.33144,606.6262474,146.120575,128.3419569,1622.295057,112.7657203,1588.922498,1084.628627,923.5767908,671.7920494,0,479.1596961,15.7750988,299.6336773,148.7223433,44.284729,71.94790649,39.30279396
1.33_837.4560m/z,837.4559739,1.32955,100 - 27.5,0.384203528,0.084364987,0,0.488686816,8.996494045,0.003683742,5.532307156,0,0,0.586524481,0.23808847,3.388170064,0.091194987,0,0.058049471,0.779124037,0.023651773,0,0,1.114441433,0,0,0.141440201,0
1.14_683.8744m/z,683.8743862,1.1444,78.5 - 100,0,0,0,0,0,0,12.0161438,0,16.19107056,17.76153517,0,9.861328125,0,108.3453679,61.96343946,71.12371778,0,0,0,0,0,0,0,0
5.78_977.4301m/z,977.4300915,5.782316667,100 - 58.4 - 4.86,0,0,0,0,0,0,0,0,0,0,0,0,3.487877809,0,0,0,0,0,0,0,0,0,0,0
8.68_714.2872m/z,714.2872443,8.677833333,100 - 86.5 - 41.7 - 1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963593992,0,0,0,0.081865378,0,0,0,0,0,0
3.63_725.4598m/z,725.4597703,3.634283333,100 - 33.3 - 3.07,1152.62323,1549.34159,989.7471023,862.4145812,879.5377995,906.0240066,1006.29582,422.2813537,346.9070468,411.2497255,789.8227031,4105.801109,737.6505245,781.0008296,933.736176,757.433637,263.7765729,231.6495991,417.5306751,596.7024247,329.2970668,408.2777537,338.3825652,423.1539804
6.18_581.1623m/z,581.1623444,6.181133333,100 - 24.9 - 1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.67_637.4714m/z,637.4714104,2.674083333,100 - 51.1 - 38.8 - 12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076217878,0,0.568390066,0.006062743,0,0,0,0,0,0
5.00_165.4077m/z,165.4077411,5.000083333,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.14_531.1159m/z,531.1158942,5.142216667,100 - 25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.27_226.0714m/z,226.0714258,3.271483333,100,0.003482391,7.717583285,0.001228342,7.227107847,0,17.24554529,0,0,0,3.876350428,0,0,0,1.373369202,0,1.7865661,0,0,8.812293207,0,0,0,0,0
1.32_954.0535m/z,954.0535064,1.322416667,100 - 74.3,0,0,0,0,0,0,0,0,0,0,0,0,0,22.785066,19.15346449,31.88210918,0,0,0,0,0,0,0,0
5.12_184.9074m/z,184.9074401,5.120783333,100 - 0.155,0,0,0,0,0,0,0,0,0,0,0,24.00685219,0,0,0,0,0,0,63.88289627,0,0,0,0,0
9.68_583.1613n,584.1693776,9.68105,100 - 25.3 - 10.4 - 0.052,0.250399276,0.013564976,0.443510743,0.571274169,1.17960741,0,0.000514201,0.511980126,0,0,0.020480636,0.099986192,0.000919093,0,0.309779971,0.02160628,0,0,0,0,0.006220767,0,0,0
2.97_749.2322n,772.2213246,2.972933333,100 - 26.1 - 20.3 - 0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.2883301,0,0,0,0,0,0,0
5.03_865.4590m/z,865.4589625,5.02865,100 - 51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.88_842.5415m/z,842.5414666,3.882816667,100 - 34.2 - 1.82,961.2160196,1090.944429,822.47848,816.2135389,814.1901451,761.6280109,924.6960294,447.3016265,376.7631882,379.737225,798.1973552,702.2817638,779.869093,986.2898379,836.345223,752.8239658,362.8019779,369.1233131,316.3729259,470.2939235,310.8629565,293.3018387,267.4503792,310.6009277
1.31_513.8503m/z,513.8502621,1.308133333,100 - 46.6 - 8.14 - 0.889,0,0,0,0,0,0,0,0,0,0,0,33.17525351,4.168670654,14.57031094,0,0,11.59713721,6.838409305,5.358062744,0,0,0,0,6.424224854
8.45_582.1539m/z,582.1538896,8.450016667,100 - 24.2 - 9.11 - 0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.06_678.8839m/z,678.883858,5.056516667,100 - 21.4,0,0,0,0,0,0,0,0.492549456,0,0,3.580222848,15.26600073,5.394421295,0,0,0,0,82.05400532,0,0,4.180730714,0,0,0.142253967
1.34_682.3574m/z,682.357439,1.3367,100 - 95.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.556557326,0,25.94678178,2.057079533,0,0,0,0,0,0,0
3.93_500.3954m/z,500.3954457,3.933066667,100 - 33.3 - 9.46 - 0.716,1.831054688,0,0,0,0,0,1.664338858,0,15.05692737,26.42364365,0,0,0.016861364,0,0,0,0,0,0,1.237666125,0,0,0,0.063323792
1.32_599.8985m/z,599.8984692,1.322416667,100 - 72.1 - 41 - 22.8 - 18.6,0,0,0,0,0,0,15.6983031,0,0,0,0,0,0,167.393842,277.6618562,257.0160493,0,4.764862061,6.290436029,0,0,0,0,0
5.06_322.0095m/z,322.0094512,5.06365,100 - 9.91,326.6235505,276.7424177,101.7063247,516.3844615,66.34485351,41.11088303,176.6546891,872.4418173,266.9941518,471.9821076,514.3390867,41.5452194,413.2875872,561.8588185,1299.825731,15.45307581,516.45233,3112.304853,29.2516855,47.56086217,142.5480889,84.6911718,10.74739187,76.03620075
1.76_669.3869m/z,669.3869054,1.755983333,100 - 0.665,0,0,0,0,0,0,190.0500152,65.03133755,62.14663923,73.66502207,0,0,306.4922829,139.2746118,150.9193818,219.5557144,198.0644968,200.3604787,202.9888618,116.0794344,87.31848446,83.72889274,119.8864734,148.5177509
2.98_643.2029m/z,643.2029175,2.980083333,100 - 19.7 - 17.3 - 0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.38_303.5514m/z,303.5514152,7.38265,100,0,0,159.8656891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.97_247.5200m/z,247.519971,7.973266667,100,975.8337229,147.6366391,277.7000411,953.5411845,952.0798226,1417.280945,771.665952,403.2875037,64.80217052,51.85890186,1201.992724,41.89929067,1172.317285,803.394721,622.7860131,475.4711182,0,261.3242672,0,147.893144,66.96510351,14.63928211,21.31004298,2.327759574
