sample_id,injection.order,class,batch
M66,145,Sample,3
M67,150,Sample,3
M68,151,Sample,3
M69,139,Sample,3
M70,78,Sample,3
P11,60,Sample,3
P12,52,Sample,3
P13,59,Sample,3
P14,158,Sample,3
P15,161,Sample,3
P16,49,Sample,3
P18,162,Sample,3
P19,61,Sample,3
P20,63,Sample,3
P201,42,Sample,3
P202,86,Sample,3
P203,28,Sample,3
P204,65,Sample,3
P205,64,Sample,3
P206,112,Sample,3
P207,122,Sample,3
P208,54,Sample,3
P209,66,Sample,3
P210,35,Sample,3
